CustomerId,Frequency,Monetary,Stability,Recency
CustomerId_1056,4,5500.0,1108.6778913041726,58
CustomerId_1056,4,5500.0,1108.6778913041726,56
CustomerId_1056,4,5500.0,1108.6778913041726,55
CustomerId_1057,2,4504.0,3886.258869401265,90
CustomerId_1058,29,13815.0,597.271917841752,86
CustomerId_1058,29,13815.0,597.271917841752,85
CustomerId_1058,29,13815.0,597.271917841752,84
CustomerId_1058,29,13815.0,597.271917841752,81
CustomerId_1058,29,13815.0,597.271917841752,80
CustomerId_1058,29,13815.0,597.271917841752,77
CustomerId_1058,29,13815.0,597.271917841752,64
CustomerId_1058,29,13815.0,597.271917841752,63
CustomerId_1058,29,13815.0,597.271917841752,62
CustomerId_1058,29,13815.0,597.271917841752,51
CustomerId_1058,29,13815.0,597.271917841752,45
CustomerId_1058,29,13815.0,597.271917841752,40
CustomerId_1058,29,13815.0,597.271917841752,31
CustomerId_1058,29,13815.0,597.271917841752,7
CustomerId_1058,29,13815.0,597.271917841752,4
CustomerId_1059,9,40000.0,6463.573143221772,18
CustomerId_1059,9,40000.0,6463.573143221772,11
CustomerId_1063,12,13325.0,1608.6590383033788,2
CustomerId_1063,12,13325.0,1608.6590383033788,1
CustomerId_1064,42,191650.0,6424.71627468643,46
CustomerId_1064,42,191650.0,6424.71627468643,32
CustomerId_1064,42,191650.0,6424.71627468643,23
CustomerId_1064,42,191650.0,6424.71627468643,20
CustomerId_1064,42,191650.0,6424.71627468643,19
CustomerId_1064,42,191650.0,6424.71627468643,11
CustomerId_1064,42,191650.0,6424.71627468643,5
CustomerId_1068,1,500.0,0.0,52
CustomerId_1070,1,5000.0,0.0,25
CustomerId_1071,7,236290.0,57242.85162275515,36
CustomerId_1071,7,236290.0,57242.85162275515,9
CustomerId_1071,7,236290.0,57242.85162275515,2
CustomerId_1073,1,1000.0,0.0,71
CustomerId_1074,46,167500.0,5656.405458001928,53
CustomerId_1074,46,167500.0,5656.405458001928,51
CustomerId_1074,46,167500.0,5656.405458001928,50
CustomerId_1074,46,167500.0,5656.405458001928,47
CustomerId_1074,46,167500.0,5656.405458001928,46
CustomerId_1074,46,167500.0,5656.405458001928,41
CustomerId_1074,46,167500.0,5656.405458001928,36
CustomerId_1074,46,167500.0,5656.405458001928,33
CustomerId_1074,46,167500.0,5656.405458001928,26
CustomerId_1074,46,167500.0,5656.405458001928,18
CustomerId_1074,46,167500.0,5656.405458001928,12
CustomerId_1074,46,167500.0,5656.405458001928,4
CustomerId_1078,6,19000.0,7626.707459098367,46
CustomerId_1079,1,20000.0,0.0,44
CustomerId_1080,1,5000.0,0.0,30
CustomerId_1081,2,1500.0,353.5533905932738,32
CustomerId_1081,2,1500.0,353.5533905932738,13
CustomerId_1082,5,19000.0,6685.805860178712,46
CustomerId_1083,1,500.0,0.0,31
CustomerId_1084,1,10000.0,0.0,70
CustomerId_1085,4,2900.0,1517.3990905493517,57
CustomerId_1086,32,77576.0,4114.986567610265,15
CustomerId_1086,32,77576.0,4114.986567610265,14
CustomerId_1086,32,77576.0,4114.986567610265,13
CustomerId_1086,32,77576.0,4114.986567610265,9
CustomerId_1086,32,77576.0,4114.986567610265,8
CustomerId_1086,32,77576.0,4114.986567610265,6
CustomerId_1086,32,77576.0,4114.986567610265,5
CustomerId_1086,32,77576.0,4114.986567610265,4
CustomerId_1087,9,40000.0,6463.573143221772,46
CustomerId_1087,9,40000.0,6463.573143221772,32
CustomerId_1089,152,169651.5,1695.0127365720368,89
CustomerId_1089,152,169651.5,1695.0127365720368,88
CustomerId_1089,152,169651.5,1695.0127365720368,87
CustomerId_1089,152,169651.5,1695.0127365720368,85
CustomerId_1089,152,169651.5,1695.0127365720368,84
CustomerId_1089,152,169651.5,1695.0127365720368,79
CustomerId_1089,152,169651.5,1695.0127365720368,77
CustomerId_1089,152,169651.5,1695.0127365720368,76
CustomerId_1089,152,169651.5,1695.0127365720368,75
CustomerId_1089,152,169651.5,1695.0127365720368,74
CustomerId_1089,152,169651.5,1695.0127365720368,73
CustomerId_1089,152,169651.5,1695.0127365720368,72
CustomerId_1089,152,169651.5,1695.0127365720368,71
CustomerId_1089,152,169651.5,1695.0127365720368,70
CustomerId_1089,152,169651.5,1695.0127365720368,69
CustomerId_1089,152,169651.5,1695.0127365720368,68
CustomerId_1089,152,169651.5,1695.0127365720368,66
CustomerId_1089,152,169651.5,1695.0127365720368,65
CustomerId_1089,152,169651.5,1695.0127365720368,63
CustomerId_1089,152,169651.5,1695.0127365720368,61
CustomerId_1089,152,169651.5,1695.0127365720368,60
CustomerId_1089,152,169651.5,1695.0127365720368,57
CustomerId_1089,152,169651.5,1695.0127365720368,56
CustomerId_1089,152,169651.5,1695.0127365720368,55
CustomerId_1089,152,169651.5,1695.0127365720368,54
CustomerId_1089,152,169651.5,1695.0127365720368,53
CustomerId_1089,152,169651.5,1695.0127365720368,52
CustomerId_1089,152,169651.5,1695.0127365720368,51
CustomerId_1089,152,169651.5,1695.0127365720368,36
CustomerId_1091,2,3000.0,707.1067811865476,24
CustomerId_1092,16,65000.0,5801.9393309478855,46
CustomerId_1092,16,65000.0,5801.9393309478855,33
CustomerId_1092,16,65000.0,5801.9393309478855,25
CustomerId_1092,16,65000.0,5801.9393309478855,19
CustomerId_1092,16,65000.0,5801.9393309478855,18
CustomerId_1093,55,42620.0,1912.920128366163,89
CustomerId_1093,55,42620.0,1912.920128366163,87
CustomerId_1093,55,42620.0,1912.920128366163,75
CustomerId_1093,55,42620.0,1912.920128366163,68
CustomerId_1093,55,42620.0,1912.920128366163,67
CustomerId_1093,55,42620.0,1912.920128366163,66
CustomerId_1093,55,42620.0,1912.920128366163,65
CustomerId_1093,55,42620.0,1912.920128366163,64
CustomerId_1093,55,42620.0,1912.920128366163,60
CustomerId_1093,55,42620.0,1912.920128366163,59
CustomerId_1093,55,42620.0,1912.920128366163,58
CustomerId_1093,55,42620.0,1912.920128366163,57
CustomerId_1093,55,42620.0,1912.920128366163,56
CustomerId_1093,55,42620.0,1912.920128366163,55
CustomerId_1093,55,42620.0,1912.920128366163,54
CustomerId_1093,55,42620.0,1912.920128366163,53
CustomerId_1093,55,42620.0,1912.920128366163,49
CustomerId_1093,55,42620.0,1912.920128366163,48
CustomerId_1093,55,42620.0,1912.920128366163,43
CustomerId_1093,55,42620.0,1912.920128366163,39
CustomerId_1093,55,42620.0,1912.920128366163,38
CustomerId_1093,55,42620.0,1912.920128366163,37
CustomerId_1093,55,42620.0,1912.920128366163,36
CustomerId_1093,55,42620.0,1912.920128366163,32
CustomerId_1094,7,32460.0,9189.939633979675,26
CustomerId_1094,7,32460.0,9189.939633979675,25
CustomerId_1094,7,32460.0,9189.939633979675,24
CustomerId_1095,11,4875.0,764.5334287239268,18
CustomerId_1095,11,4875.0,764.5334287239268,17
CustomerId_1095,11,4875.0,764.5334287239268,16
CustomerId_1095,11,4875.0,764.5334287239268,11
CustomerId_1096,784,1949226.0,17819.372756509856,32
CustomerId_1096,784,1949226.0,17819.372756509856,27
CustomerId_1096,784,1949226.0,17819.372756509856,19
CustomerId_1096,784,1949226.0,17819.372756509856,18
CustomerId_1096,784,1949226.0,17819.372756509856,17
CustomerId_1096,784,1949226.0,17819.372756509856,16
CustomerId_1096,784,1949226.0,17819.372756509856,15
CustomerId_1096,784,1949226.0,17819.372756509856,14
CustomerId_1096,784,1949226.0,17819.372756509856,13
CustomerId_1096,784,1949226.0,17819.372756509856,12
CustomerId_1096,784,1949226.0,17819.372756509856,6
CustomerId_1098,1,20000.0,0.0,2
CustomerId_1099,9,6180.0,843.8601779915912,47
CustomerId_1099,9,6180.0,843.8601779915912,44
CustomerId_1099,9,6180.0,843.8601779915912,42
CustomerId_1099,9,6180.0,843.8601779915912,40
CustomerId_1099,9,6180.0,843.8601779915912,39
CustomerId_1099,9,6180.0,843.8601779915912,37
CustomerId_1099,9,6180.0,843.8601779915912,24
CustomerId_11,1,-10000.0,0.0,83
CustomerId_1101,9,60000.0,5873.670062235366,66
CustomerId_1101,9,60000.0,5873.670062235366,54
CustomerId_1101,9,60000.0,5873.670062235366,52
CustomerId_1102,14,60000.0,6169.759644097497,19
CustomerId_1102,14,60000.0,6169.759644097497,11
CustomerId_1102,14,60000.0,6169.759644097497,5
CustomerId_1103,1,30000.0,0.0,47
CustomerId_1104,10,40000.0,9321.420969406376,5
CustomerId_1104,10,40000.0,9321.420969406376,4
CustomerId_1105,1,500.0,0.0,26
CustomerId_1106,1,10000.0,0.0,87
CustomerId_1108,14,50000.0,8741.715073003834,18
CustomerId_1108,14,50000.0,8741.715073003834,17
CustomerId_1108,14,50000.0,8741.715073003834,11
CustomerId_1108,14,50000.0,8741.715073003834,4
CustomerId_1108,14,50000.0,8741.715073003834,1
CustomerId_1109,8,39800.0,6193.718015630262,46
CustomerId_1111,3,-20.0,1000.0666644445926,68
CustomerId_1112,6,20000.0,6088.2400303098,11
CustomerId_1113,23,29700.0,3184.930860313962,68
CustomerId_1113,23,29700.0,3184.930860313962,67
CustomerId_1113,23,29700.0,3184.930860313962,66
CustomerId_1113,23,29700.0,3184.930860313962,64
CustomerId_1114,57,52925.0,963.8325492311376,68
CustomerId_1114,57,52925.0,963.8325492311376,67
CustomerId_1114,57,52925.0,963.8325492311376,64
CustomerId_1114,57,52925.0,963.8325492311376,63
CustomerId_1114,57,52925.0,963.8325492311376,61
CustomerId_1114,57,52925.0,963.8325492311376,60
CustomerId_1114,57,52925.0,963.8325492311376,56
CustomerId_1114,57,52925.0,963.8325492311376,54
CustomerId_1114,57,52925.0,963.8325492311376,50
CustomerId_1114,57,52925.0,963.8325492311376,38
CustomerId_1114,57,52925.0,963.8325492311376,34
CustomerId_1114,57,52925.0,963.8325492311376,30
CustomerId_1114,57,52925.0,963.8325492311376,29
CustomerId_1114,57,52925.0,963.8325492311376,26
CustomerId_1114,57,52925.0,963.8325492311376,24
CustomerId_1114,57,52925.0,963.8325492311376,22
CustomerId_1114,57,52925.0,963.8325492311376,20
CustomerId_1114,57,52925.0,963.8325492311376,15
CustomerId_1114,57,52925.0,963.8325492311376,14
CustomerId_1114,57,52925.0,963.8325492311376,11
CustomerId_1114,57,52925.0,963.8325492311376,10
CustomerId_1114,57,52925.0,963.8325492311376,7
CustomerId_1114,57,52925.0,963.8325492311376,5
CustomerId_1114,57,52925.0,963.8325492311376,0
CustomerId_1116,8,5960.0,1039.2717230280607,31
CustomerId_1116,8,5960.0,1039.2717230280607,23
CustomerId_1116,8,5960.0,1039.2717230280607,22
CustomerId_1116,8,5960.0,1039.2717230280607,6
CustomerId_1116,8,5960.0,1039.2717230280607,4
CustomerId_1117,1,4000.0,0.0,73
CustomerId_1118,24,70000.0,6412.736421045005,33
CustomerId_1118,24,70000.0,6412.736421045005,18
CustomerId_1118,24,70000.0,6412.736421045005,17
CustomerId_1118,24,70000.0,6412.736421045005,12
CustomerId_1118,24,70000.0,6412.736421045005,11
CustomerId_1118,24,70000.0,6412.736421045005,7
CustomerId_1118,24,70000.0,6412.736421045005,4
CustomerId_1118,24,70000.0,6412.736421045005,0
CustomerId_1119,7,5450.0,410.13934914158835,40
CustomerId_1119,7,5450.0,410.13934914158835,39
CustomerId_1119,7,5450.0,410.13934914158835,32
CustomerId_1119,7,5450.0,410.13934914158835,26
CustomerId_1120,2,1960.0,1442.497833620557,62
CustomerId_1121,7,12097.02,2428.372158867315,17
CustomerId_1121,7,12097.02,2428.372158867315,16
CustomerId_1121,7,12097.02,2428.372158867315,15
CustomerId_1122,1,1850000.0,0.0,64
CustomerId_1123,1,1000.0,0.0,46
CustomerId_1124,6,19000.0,7626.707459098367,32
CustomerId_1125,1,5000.0,0.0,31
CustomerId_1127,37,92135.0,2946.553053637062,79
CustomerId_1127,37,92135.0,2946.553053637062,78
CustomerId_1127,37,92135.0,2946.553053637062,76
CustomerId_1127,37,92135.0,2946.553053637062,55
CustomerId_1127,37,92135.0,2946.553053637062,37
CustomerId_1127,37,92135.0,2946.553053637062,25
CustomerId_1127,37,92135.0,2946.553053637062,24
CustomerId_1127,37,92135.0,2946.553053637062,23
CustomerId_1127,37,92135.0,2946.553053637062,22
CustomerId_1127,37,92135.0,2946.553053637062,18
CustomerId_1127,37,92135.0,2946.553053637062,11
CustomerId_1127,37,92135.0,2946.553053637062,10
CustomerId_1127,37,92135.0,2946.553053637062,9
CustomerId_1127,37,92135.0,2946.553053637062,5
CustomerId_1127,37,92135.0,2946.553053637062,4
CustomerId_1129,2,1000.0,0.0,74
CustomerId_1130,4,3960.0,1833.1393836803572,77
CustomerId_1131,11,16550.0,2194.9321795279398,57
CustomerId_1131,11,16550.0,2194.9321795279398,44
CustomerId_1131,11,16550.0,2194.9321795279398,36
CustomerId_1131,11,16550.0,2194.9321795279398,31
CustomerId_1131,11,16550.0,2194.9321795279398,1
CustomerId_1134,9,3380.0,430.80915470516385,87
CustomerId_1134,9,3380.0,430.80915470516385,85
CustomerId_1134,9,3380.0,430.80915470516385,84
CustomerId_1134,9,3380.0,430.80915470516385,79
CustomerId_1134,9,3380.0,430.80915470516385,0
CustomerId_1135,14,71000.0,10547.561043011032,69
CustomerId_1135,14,71000.0,10547.561043011032,59
CustomerId_1135,14,71000.0,10547.561043011032,53
CustomerId_1135,14,71000.0,10547.561043011032,52
CustomerId_1135,14,71000.0,10547.561043011032,48
CustomerId_1135,14,71000.0,10547.561043011032,34
CustomerId_1135,14,71000.0,10547.561043011032,32
CustomerId_1135,14,71000.0,10547.561043011032,23
CustomerId_1137,20,80000.0,8911.199340392432,82
CustomerId_1137,20,80000.0,8911.199340392432,81
CustomerId_1137,20,80000.0,8911.199340392432,74
CustomerId_1137,20,80000.0,8911.199340392432,53
CustomerId_1140,3,3750.0,3269.174207655505,44
CustomerId_1141,49,145465.0,5077.606347925152,88
CustomerId_1141,49,145465.0,5077.606347925152,87
CustomerId_1141,49,145465.0,5077.606347925152,79
CustomerId_1141,49,145465.0,5077.606347925152,69
CustomerId_1141,49,145465.0,5077.606347925152,67
CustomerId_1141,49,145465.0,5077.606347925152,64
CustomerId_1141,49,145465.0,5077.606347925152,62
CustomerId_1141,49,145465.0,5077.606347925152,60
CustomerId_1141,49,145465.0,5077.606347925152,58
CustomerId_1141,49,145465.0,5077.606347925152,53
CustomerId_1141,49,145465.0,5077.606347925152,42
CustomerId_1141,49,145465.0,5077.606347925152,39
CustomerId_1141,49,145465.0,5077.606347925152,33
CustomerId_1141,49,145465.0,5077.606347925152,24
CustomerId_1141,49,145465.0,5077.606347925152,8
CustomerId_1145,4,9500.0,1887.4586088176875,44
CustomerId_1145,4,9500.0,1887.4586088176875,43
CustomerId_1145,4,9500.0,1887.4586088176875,38
CustomerId_1146,6,19000.0,7626.707459098367,46
CustomerId_1147,18,80000.0,5843.268849682788,39
CustomerId_1147,18,80000.0,5843.268849682788,34
CustomerId_1147,18,80000.0,5843.268849682788,33
CustomerId_1147,18,80000.0,5843.268849682788,19
CustomerId_1147,18,80000.0,5843.268849682788,11
CustomerId_1150,2,2000.0,0.0,73
CustomerId_1153,1,3000.0,0.0,57
CustomerId_1154,9,5475.0,846.869234297716,74
CustomerId_1154,9,5475.0,846.869234297716,7
CustomerId_1154,9,5475.0,846.869234297716,4
CustomerId_1154,9,5475.0,846.869234297716,0
CustomerId_1156,368,1488224.0,8121.07295048366,82
CustomerId_1156,368,1488224.0,8121.07295048366,81
CustomerId_1156,368,1488224.0,8121.07295048366,80
CustomerId_1156,368,1488224.0,8121.07295048366,75
CustomerId_1156,368,1488224.0,8121.07295048366,72
CustomerId_1156,368,1488224.0,8121.07295048366,68
CustomerId_1156,368,1488224.0,8121.07295048366,67
CustomerId_1156,368,1488224.0,8121.07295048366,66
CustomerId_1156,368,1488224.0,8121.07295048366,65
CustomerId_1156,368,1488224.0,8121.07295048366,62
CustomerId_1156,368,1488224.0,8121.07295048366,57
CustomerId_1156,368,1488224.0,8121.07295048366,54
CustomerId_1156,368,1488224.0,8121.07295048366,53
CustomerId_1156,368,1488224.0,8121.07295048366,52
CustomerId_1156,368,1488224.0,8121.07295048366,50
CustomerId_1156,368,1488224.0,8121.07295048366,49
CustomerId_1156,368,1488224.0,8121.07295048366,48
CustomerId_1156,368,1488224.0,8121.07295048366,47
CustomerId_1156,368,1488224.0,8121.07295048366,46
CustomerId_1156,368,1488224.0,8121.07295048366,45
CustomerId_1156,368,1488224.0,8121.07295048366,44
CustomerId_1156,368,1488224.0,8121.07295048366,43
CustomerId_1156,368,1488224.0,8121.07295048366,42
CustomerId_1156,368,1488224.0,8121.07295048366,41
CustomerId_1156,368,1488224.0,8121.07295048366,40
CustomerId_1156,368,1488224.0,8121.07295048366,39
CustomerId_1156,368,1488224.0,8121.07295048366,38
CustomerId_1156,368,1488224.0,8121.07295048366,37
CustomerId_1156,368,1488224.0,8121.07295048366,36
CustomerId_1156,368,1488224.0,8121.07295048366,34
CustomerId_1156,368,1488224.0,8121.07295048366,33
CustomerId_1156,368,1488224.0,8121.07295048366,32
CustomerId_1156,368,1488224.0,8121.07295048366,31
CustomerId_1156,368,1488224.0,8121.07295048366,30
CustomerId_1156,368,1488224.0,8121.07295048366,29
CustomerId_1156,368,1488224.0,8121.07295048366,26
CustomerId_1156,368,1488224.0,8121.07295048366,25
CustomerId_1156,368,1488224.0,8121.07295048366,24
CustomerId_1156,368,1488224.0,8121.07295048366,23
CustomerId_1156,368,1488224.0,8121.07295048366,21
CustomerId_1156,368,1488224.0,8121.07295048366,19
CustomerId_1156,368,1488224.0,8121.07295048366,18
CustomerId_1156,368,1488224.0,8121.07295048366,14
CustomerId_1156,368,1488224.0,8121.07295048366,13
CustomerId_1156,368,1488224.0,8121.07295048366,12
CustomerId_1156,368,1488224.0,8121.07295048366,11
CustomerId_1156,368,1488224.0,8121.07295048366,9
CustomerId_1156,368,1488224.0,8121.07295048366,5
CustomerId_1156,368,1488224.0,8121.07295048366,4
CustomerId_1156,368,1488224.0,8121.07295048366,2
CustomerId_1156,368,1488224.0,8121.07295048366,1
CustomerId_1158,8,30000.0,7094.061903149301,88
CustomerId_1159,5,20000.0,6745.368781616021,4
CustomerId_1160,15,48890.0,6929.972651632974,18
CustomerId_1160,15,48890.0,6929.972651632974,17
CustomerId_1160,15,48890.0,6929.972651632974,11
CustomerId_1160,15,48890.0,6929.972651632974,6
CustomerId_1160,15,48890.0,6929.972651632974,4
CustomerId_1160,15,48890.0,6929.972651632974,0
CustomerId_1161,1,2500.0,0.0,24
CustomerId_1162,7,4465.0,1176.4277040503353,5
CustomerId_1163,14,50000.0,7303.4689936125105,18
CustomerId_1163,14,50000.0,7303.4689936125105,17
CustomerId_1163,14,50000.0,7303.4689936125105,12
CustomerId_1163,14,50000.0,7303.4689936125105,11
CustomerId_1163,14,50000.0,7303.4689936125105,8
CustomerId_1163,14,50000.0,7303.4689936125105,4
CustomerId_1163,14,50000.0,7303.4689936125105,0
CustomerId_1164,6,19000.0,7626.707459098367,67
CustomerId_1165,5,54000.0,14515.508947329405,40
CustomerId_1165,5,54000.0,14515.508947329405,37
CustomerId_1165,5,54000.0,14515.508947329405,35
CustomerId_1169,3,-50.0,1000.4165798972613,4
CustomerId_1170,18,107074.0,14101.364348768951,90
CustomerId_1170,18,107074.0,14101.364348768951,89
CustomerId_1170,18,107074.0,14101.364348768951,87
